扭矩,钻压 ,回转功率 ,给进功率,回转转速 
11.7,1534,1995,113,400.1
11.87,1510,1995,109,400.1
11.79,1520,1995,116,400.1
11.77,1530,1995,113,400.1
11.74,1546,1995,109,400.1
11.44,1558,1995,109,400.1
11.35,1565,2212,113,399.8
11.3,1545,2212,102,399.8
11.29,1551,2212,102,399.8
11.49,1547,2212,105,399.8
11.53,1545,2212,102,399.8
11.46,1546,2212,113,399.8
11.32,1531,2212,98,399.8
11.28,1532,2212,98,399.8
11.54,1523,2212,109,399.8
11.79,1523,2032,102,399.8
11.65,1535,2032,94,399.8
11.77,1549,2032,105,399.8
11.73,1551,2032,102,399.8
11.6,1577,2032,91,399.8
11.48,1585,2032,98,399.8
11.52,1579,2032,102,399.8
11.58,1580,2032,98,399.8
11.78,1567,2032,91,399.8
11.84,1542,2032,105,399.8
11.8,1542,1927,94,400.1
11.66,1533,1927,91,400.1
11.53,1527,1927,94,400.1
11.38,1527,1927,102,400.1
11.75,1531,1927,94,400.1
11.97,1518,1927,91,400.1
11.95,1532,1927,102,400.1
11.95,1540,1927,102,400.1
11.91,1542,1927,87,400.1
11.59,1553,1927,91,400.1
11.5,1562,2077,102,399.8
11.45,1543,2077,102,399.8
11.55,1557,2077,87,399.8
11.8,1562,2077,102,399.8
11.97,1548,2077,102,399.8
11.84,1544,2077,94,399.8
11.66,1532,2077,98,399.8
11.6,1518,2077,109,399.8
11.63,1535,2077,91,399.8
11.82,1525,2077,91,399.8
12.05,1516,1920,105,399.8
11.98,1533,1920,105,399.8
12.01,1558,1920,102,399.8
11.94,1551,1920,102,399.8
11.68,1568,1920,113,399.8
11.46,1571,1920,109,399.8
11.6,1576,1920,105,399.8
11.67,1579,1920,105,399.8
11.85,1569,1920,113,399.8
11.9,1533,1920,116,399.8
11.86,1532,1957,127,400.1
11.73,1520,1957,116,400.1
11.67,1512,1957,109,400.1
11.54,1512,1957,124,400.1
11.82,1507,1957,120,400.1
12.03,1482,1957,113,400.1
12,1486,1957,116,400.1
11.91,1489,1957,124,400.1
11.94,1489,1957,124,400.1
11.68,1497,1957,116,400.1
11.62,1518,2227,120,399.7
11.59,1510,2227,120,399.7
11.74,1524,2227,113,399.7
12.02,1523,2227,109,399.7
12.07,1516,2227,120,399.7
11.78,1511,2227,120,399.7
11.64,1498,2227,109,399.7
11.54,1483,2227,120,399.7
11.52,1493,2227,116,399.7
11.73,1491,2227,113,399.7
12.04,1495,2010,109,399.9
12.08,1515,2010,120,399.9
12.1,1534,2010,127,399.9
11.95,1525,2010,120,399.9
11.78,1539,2010,116,399.9
11.67,1552,2010,120,399.9
11.9,1566,2010,124,399.9
12.01,1573,2010,124,399.9
12.14,1554,2010,116,399.9
12.02,1519,2010,124,399.9
11.89,1522,2010,131,400.1
11.76,1523,2010,131,400.1
11.75,1522,2010,113,400.1
11.65,1526,2010,135,400.1
12.03,1538,2010,142,400.1
12.3,1536,2010,131,400.1
12.34,1557,2010,127,400.1
12.26,1565,2010,138,400.1
